Churn,senior_65,partner,dependents,tenure_months,contract_type,monthly_charge,daily_charge,total_charge,internet_service,online_security,tech_support,streaming_tv,payment_method
0,0,0,0,66,Two year,19.35,0.64,1240.8,No,0,0,0,Bank transfer (automatic)
0,1,0,0,20,Month-to-month,89.95,3.0,1648.45,Fiber optic,0,0,1,Electronic check
0,0,1,1,55,Two year,69.05,2.3,3842.6,Fiber optic,0,0,0,Credit card (automatic)
0,0,1,0,9,Month-to-month,70.05,2.34,564.4,DSL,0,0,1,Mailed check
1,1,0,0,2,Month-to-month,78.55,2.62,149.55,Fiber optic,0,0,0,Electronic check
0,0,1,0,72,Two year,97.85,3.26,6841.3,Fiber optic,0,0,1,Electronic check
0,0,0,1,49,Two year,20.45,0.68,1024.65,No,0,0,0,Credit card (automatic)
0,0,0,0,24,Month-to-month,89.55,2.98,2187.15,Fiber optic,0,0,0,Electronic check
0,1,0,0,42,Month-to-month,79.35,2.64,3344.1,Fiber optic,0,0,0,Bank transfer (automatic)
1,0,1,0,21,Month-to-month,106.1,3.54,2249.95,Fiber optic,0,1,1,Electronic check
0,1,1,1,52,One year,80.85,2.7,4079.55,DSL,0,0,1,Electronic check
0,0,0,0,18,Month-to-month,50.3,1.68,913.3,DSL,0,0,0,Electronic check
0,0,0,0,58,Two year,20.3,0.68,1131.5,No,0,0,0,Credit card (automatic)
0,0,1,0,12,Month-to-month,84.6,2.82,959.9,Fiber optic,1,0,0,Electronic check
0,0,1,1,72,Two year,108.4,3.61,7767.25,Fiber optic,1,0,1,Credit card (automatic)
1,0,0,0,3,Month-to-month,75.5,2.52,220.6,Fiber optic,0,0,0,Electronic check
0,1,0,0,52,Month-to-month,110.75,3.69,5832.0,Fiber optic,0,1,1,Electronic check
1,0,0,0,46,Month-to-month,30.3,1.01,1380.1,DSL,0,0,0,Bank transfer (automatic)
1,0,1,0,53,Month-to-month,98.4,3.28,5149.5,Fiber optic,0,0,1,Credit card (automatic)
1,1,0,0,15,Month-to-month,55.0,1.83,757.1,DSL,0,1,0,Credit card (automatic)
0,0,1,0,70,Two year,99.35,3.31,6944.5,Fiber optic,1,0,1,Credit card (automatic)
0,0,1,0,18,Two year,20.1,0.67,370.5,No,0,0,0,Mailed check
0,0,0,0,7,Month-to-month,25.05,0.84,189.95,DSL,0,0,0,Bank transfer (automatic)
0,0,1,1,54,One year,24.75,0.82,1342.15,No,0,0,0,Bank transfer (automatic)
1,0,0,0,1,Month-to-month,24.25,0.81,24.25,DSL,0,0,0,Electronic check
0,0,1,0,68,One year,86.45,2.88,5762.95,Fiber optic,0,0,0,Credit card (automatic)
0,0,1,0,72,One year,101.35,3.38,7323.15,Fiber optic,0,0,1,Electronic check
0,0,1,1,55,Two year,55.25,1.84,3119.9,DSL,0,1,0,Credit card (automatic)
0,0,0,0,9,Month-to-month,24.95,0.83,190.25,DSL,0,0,0,Electronic check
0,0,0,0,4,Month-to-month,20.05,0.67,83.3,No,0,0,0,Mailed check
0,0,1,1,18,One year,46.4,1.55,812.4,DSL,0,0,1,Credit card (automatic)
0,0,1,1,41,One year,68.5,2.28,2839.95,DSL,0,0,1,Bank transfer (automatic)
1,0,0,0,10,Month-to-month,86.05,2.87,834.1,Fiber optic,0,0,1,Bank transfer (automatic)
1,0,1,0,63,Month-to-month,103.4,3.45,6603.0,Fiber optic,0,0,1,Electronic check
0,0,0,1,6,Month-to-month,19.55,0.65,128.6,No,0,0,0,Mailed check
0,0,0,0,14,One year,19.35,0.64,324.8,No,0,0,0,Mailed check
0,0,1,0,61,Month-to-month,94.15,3.14,5731.85,Fiber optic,0,1,0,Credit card (automatic)
0,0,0,0,13,Month-to-month,80.0,2.67,1029.35,Fiber optic,1,0,0,Credit card (automatic)
0,0,1,0,64,One year,102.45,3.42,6654.1,Fiber optic,0,1,1,Credit card (automatic)
1,0,0,0,1,Month-to-month,20.05,0.67,20.05,No,0,0,0,Bank transfer (automatic)
0,0,1,1,72,Two year,115.6,3.85,8220.4,Fiber optic,1,1,1,Bank transfer (automatic)
0,0,1,1,27,Month-to-month,71.6,2.39,1957.1,DSL,0,1,1,Bank transfer (automatic)
0,0,1,0,22,One year,59.75,1.99,1374.35,DSL,1,0,1,Bank transfer (automatic)
0,0,0,0,11,Month-to-month,60.9,2.03,688.5,DSL,0,1,0,Electronic check
0,0,1,1,4,Two year,19.55,0.65,68.8,No,0,0,0,Credit card (automatic)
0,0,1,1,7,Month-to-month,48.8,1.63,349.8,DSL,0,0,0,Electronic check
0,0,0,0,6,Month-to-month,78.65,2.62,483.3,DSL,1,1,1,Credit card (automatic)
0,0,1,0,50,One year,98.25,3.28,4858.7,Fiber optic,0,0,1,Electronic check
0,0,1,1,11,Month-to-month,59.65,1.99,683.25,DSL,0,0,1,Bank transfer (automatic)
0,1,1,0,54,One year,99.1,3.3,5437.1,Fiber optic,0,1,1,Electronic check
0,0,1,1,23,Month-to-month,30.35,1.01,678.75,DSL,0,1,0,Bank transfer (automatic)
0,0,1,0,67,One year,109.7,3.66,7344.45,Fiber optic,0,1,1,Credit card (automatic)
1,1,1,0,1,Month-to-month,70.3,2.34,70.3,Fiber optic,0,0,0,Electronic check
0,0,1,1,5,Month-to-month,90.35,3.01,434.5,Fiber optic,1,0,0,Mailed check
0,0,0,0,46,One year,94.15,3.14,4408.45,Fiber optic,0,0,0,Electronic check
0,0,1,1,0,Two year,56.05,1.87,0.0,DSL,1,1,1,Credit card (automatic)
0,0,0,0,48,One year,24.35,0.81,1133.7,No,0,0,0,Bank transfer (automatic)
0,1,1,0,40,One year,55.8,1.86,2283.3,DSL,0,0,0,Electronic check
1,0,1,1,11,Month-to-month,66.35,2.21,740.8,DSL,0,1,0,Electronic check
1,1,0,0,4,Month-to-month,94.3,3.14,424.45,Fiber optic,0,0,1,Electronic check
0,0,0,0,30,Month-to-month,48.8,1.63,1536.75,DSL,1,0,0,Mailed check
0,0,0,1,15,Month-to-month,91.0,3.03,1430.05,Fiber optic,0,0,1,Electronic check
1,0,0,0,7,Month-to-month,20.05,0.67,164.85,No,0,0,0,Mailed check
0,0,0,0,16,Month-to-month,80.55,2.68,1248.9,Fiber optic,0,0,0,Mailed check
0,0,0,0,9,Month-to-month,20.45,0.68,147.55,No,0,0,0,Credit card (automatic)
0,0,0,0,7,Month-to-month,18.95,0.63,130.55,No,0,0,0,Mailed check
1,1,0,0,3,Month-to-month,91.05,3.03,289.1,Fiber optic,0,0,1,Electronic check
0,0,1,1,20,One year,76.0,2.53,1588.75,DSL,1,0,1,Bank transfer (automatic)
0,0,0,0,11,Month-to-month,72.9,2.43,818.45,Fiber optic,0,0,0,Electronic check
0,0,0,0,1,Month-to-month,95.85,3.2,95.85,Fiber optic,0,1,1,Electronic check
0,1,1,0,44,Month-to-month,85.15,2.84,3670.5,Fiber optic,1,1,0,Electronic check
0,0,1,1,43,Month-to-month,29.3,0.98,1224.05,DSL,0,0,0,Credit card (automatic)
0,0,1,1,22,One year,69.5,2.32,1498.2,DSL,0,0,1,Bank transfer (automatic)
0,0,0,0,24,Two year,20.75,0.69,487.05,No,0,0,0,Mailed check
1,0,1,1,21,Month-to-month,74.05,2.47,1565.7,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,0,0,7,One year,35.3,1.18,264.8,DSL,1,0,0,Mailed check
0,0,1,1,57,Two year,19.75,0.66,1272.05,No,0,0,0,Bank transfer (automatic)
0,0,0,0,11,Month-to-month,69.35,2.31,712.25,DSL,0,0,1,Electronic check
1,1,1,0,3,Month-to-month,105.9,3.53,334.65,Fiber optic,0,0,1,Electronic check
0,0,1,0,57,Two year,107.95,3.6,5969.85,Fiber optic,0,1,1,Electronic check
0,0,1,1,23,One year,20.0,0.67,445.3,No,0,0,0,Credit card (automatic)
0,0,1,1,18,One year,61.5,2.05,1087.45,DSL,1,1,0,Mailed check
0,0,1,1,70,Two year,20.05,0.67,1360.25,No,0,0,0,Credit card (automatic)
0,0,1,1,33,One year,20.1,0.67,579.4,No,0,0,0,Mailed check
0,0,0,1,1,Month-to-month,49.9,1.66,49.9,DSL,0,0,0,Electronic check
0,0,1,1,3,Two year,19.1,0.64,52.0,No,0,0,0,Mailed check
0,1,1,0,54,Two year,110.45,3.68,6077.75,Fiber optic,0,1,1,Electronic check
0,0,1,1,7,Month-to-month,71.35,2.38,515.75,DSL,1,1,0,Credit card (automatic)
0,0,1,0,70,Two year,84.6,2.82,5706.2,Fiber optic,1,1,0,Bank transfer (automatic)
1,1,0,0,1,Month-to-month,89.3,2.98,89.3,Fiber optic,0,0,1,Electronic check
0,1,1,0,30,Month-to-month,105.7,3.52,3181.8,Fiber optic,1,1,1,Bank transfer (automatic)
0,0,1,0,32,One year,79.25,2.64,2619.15,Fiber optic,0,1,0,Electronic check
0,0,1,1,1,Month-to-month,19.0,0.63,19.0,No,0,0,0,Mailed check
0,0,0,0,57,One year,86.9,2.9,4939.25,Fiber optic,0,0,1,Electronic check
0,0,1,0,56,Month-to-month,98.7,3.29,5669.5,Fiber optic,0,1,1,Electronic check
1,0,0,0,11,Month-to-month,74.55,2.48,824.75,Fiber optic,0,0,0,Electronic check
0,0,0,0,52,Two year,109.3,3.64,5731.4,Fiber optic,1,1,1,Electronic check
0,0,1,1,65,Two year,82.5,2.75,5215.1,DSL,1,1,1,Bank transfer (automatic)
0,0,0,0,12,One year,19.7,0.66,260.9,No,0,0,0,Mailed check
0,0,0,0,29,One year,35.6,1.19,1072.6,DSL,1,1,0,Mailed check
0,0,1,1,33,Two year,82.1,2.74,2603.1,DSL,0,1,1,Credit card (automatic)
0,0,1,1,22,Month-to-month,19.05,0.64,454.05,No,0,0,0,Bank transfer (automatic)
1,0,0,0,29,Month-to-month,30.6,1.02,856.35,DSL,0,0,0,Electronic check
0,0,1,0,10,Month-to-month,67.8,2.26,653.15,DSL,0,0,1,Credit card (automatic)
0,0,1,0,26,One year,19.2,0.64,459.6,No,0,0,0,Mailed check
0,0,0,0,13,Month-to-month,29.15,0.97,357.15,DSL,0,0,0,Electronic check
0,0,1,1,66,One year,103.15,3.44,7031.3,Fiber optic,1,0,1,Bank transfer (automatic)
1,0,1,0,70,One year,115.65,3.86,7968.85,Fiber optic,1,1,1,Credit card (automatic)
1,0,1,0,1,Month-to-month,69.15,2.31,69.15,Fiber optic,0,0,0,Electronic check
1,0,0,0,57,Two year,95.25,3.18,5464.65,Fiber optic,0,0,1,Electronic check
0,0,1,1,58,One year,105.2,3.51,6225.4,Fiber optic,0,0,1,Credit card (automatic)
1,0,1,1,1,Month-to-month,80.0,2.67,80.0,Fiber optic,0,0,0,Electronic check
1,0,0,0,3,Month-to-month,19.8,0.66,58.15,No,0,0,0,Mailed check
1,0,0,0,10,Month-to-month,98.5,3.28,1058.25,Fiber optic,0,1,1,Electronic check
1,0,0,0,56,Month-to-month,73.85,2.46,4092.85,Fiber optic,0,0,0,Electronic check
0,0,0,1,22,Month-to-month,89.1,2.97,1949.4,Fiber optic,0,0,1,Credit card (automatic)
0,0,1,1,72,Two year,106.1,3.54,7548.6,Fiber optic,1,1,1,Credit card (automatic)
0,0,0,0,1,Month-to-month,75.1,2.5,75.1,Fiber optic,0,0,0,Electronic check
0,0,1,1,39,Month-to-month,51.05,1.7,2066.0,DSL,1,0,0,Credit card (automatic)
0,0,0,1,1,Month-to-month,49.9,1.66,49.9,DSL,1,0,0,Mailed check
1,0,0,0,1,Month-to-month,89.1,2.97,89.1,Fiber optic,0,0,1,Electronic check
0,0,1,0,52,Two year,91.6,3.05,4627.8,Fiber optic,1,1,0,Credit card (automatic)
1,0,1,0,10,Month-to-month,98.5,3.28,1037.75,Fiber optic,0,0,1,Electronic check
0,0,0,0,4,Month-to-month,49.25,1.64,208.45,DSL,0,0,0,Mailed check
0,0,1,1,70,Two year,59.5,1.98,4144.8,DSL,1,1,1,Bank transfer (automatic)
0,0,1,0,60,Two year,19.95,0.66,1258.15,No,0,0,0,Mailed check
0,1,1,0,8,Month-to-month,64.4,2.15,581.7,DSL,0,1,0,Credit card (automatic)
1,0,1,1,10,Month-to-month,102.1,3.4,1068.85,Fiber optic,0,0,1,Credit card (automatic)
0,0,1,1,3,Month-to-month,19.65,0.65,60.65,No,0,0,0,Mailed check
0,1,1,1,64,Two year,24.4,0.81,1548.65,No,0,0,0,Bank transfer (automatic)
0,0,1,0,66,Month-to-month,105.2,3.51,6936.85,Fiber optic,0,0,1,Electronic check
0,0,1,1,49,One year,93.65,3.12,4520.15,Fiber optic,0,0,1,Electronic check
0,0,0,0,1,Month-to-month,49.95,1.66,49.95,DSL,0,0,0,Electronic check
0,0,0,1,36,Month-to-month,94.7,3.16,3512.5,Fiber optic,0,0,1,Electronic check
0,0,1,0,58,One year,68.4,2.28,3972.25,DSL,1,1,0,Electronic check
0,0,0,0,7,Month-to-month,74.9,2.5,490.55,Fiber optic,0,0,0,Electronic check
0,0,0,0,1,Month-to-month,43.8,1.46,43.8,DSL,0,0,0,Electronic check
0,1,1,0,72,Two year,116.05,3.87,8404.9,Fiber optic,1,1,1,Bank transfer (automatic)
0,1,1,0,35,One year,81.6,2.72,2815.25,Fiber optic,0,0,0,Bank transfer (automatic)
1,0,0,0,28,Month-to-month,94.5,3.15,2659.4,Fiber optic,1,0,0,Credit card (automatic)
0,0,0,0,30,Month-to-month,100.4,3.35,2936.25,Fiber optic,1,0,1,Bank transfer (automatic)
0,0,1,1,52,Month-to-month,93.25,3.11,4631.7,Fiber optic,0,1,0,Bank transfer (automatic)
0,0,1,1,72,Two year,116.85,3.9,8477.7,Fiber optic,1,1,1,Bank transfer (automatic)
0,0,1,1,31,Month-to-month,20.65,0.69,702.05,No,0,0,0,Electronic check
0,0,1,1,70,One year,78.35,2.61,5445.95,DSL,1,1,0,Bank transfer (automatic)
0,0,1,1,53,Month-to-month,85.7,2.86,4616.1,DSL,1,1,1,Electronic check
1,0,0,0,1,Month-to-month,20.2,0.67,20.2,No,0,0,0,Bank transfer (automatic)
0,0,1,1,10,Two year,20.15,0.67,220.8,No,0,0,0,Mailed check
1,1,0,0,1,Month-to-month,25.7,0.86,25.7,DSL,0,0,0,Mailed check
0,0,1,0,29,Month-to-month,19.85,0.66,573.05,No,0,0,0,Mailed check
0,0,1,1,59,Two year,86.75,2.89,5186.0,DSL,1,1,1,Electronic check
1,0,0,0,2,Month-to-month,45.85,1.53,81.0,DSL,0,0,0,Mailed check
1,0,0,0,58,One year,106.45,3.55,6145.85,Fiber optic,1,0,1,Electronic check
0,0,1,1,45,Two year,73.85,2.46,3371.0,DSL,1,1,1,Credit card (automatic)
0,0,0,0,12,Month-to-month,81.45,2.72,912.0,Fiber optic,0,0,1,Electronic check
1,0,0,0,12,Month-to-month,89.4,2.98,1095.65,Fiber optic,0,1,0,Electronic check
0,0,1,0,33,Month-to-month,44.55,1.48,1462.6,DSL,0,0,0,Credit card (automatic)
1,0,0,0,9,Month-to-month,74.65,2.49,703.55,DSL,1,0,1,Electronic check
1,0,1,1,7,Month-to-month,89.75,2.99,608.8,Fiber optic,0,1,1,Electronic check
0,0,1,1,66,Two year,63.3,2.11,4189.7,DSL,0,0,1,Bank transfer (automatic)
1,0,1,1,52,Two year,96.25,3.21,4990.25,Fiber optic,0,1,0,Bank transfer (automatic)
0,0,1,0,49,Month-to-month,40.65,1.36,2070.75,DSL,1,0,1,Bank transfer (automatic)
0,0,1,1,61,One year,49.7,1.66,2961.4,DSL,1,0,0,Bank transfer (automatic)
0,0,0,0,24,Two year,25.15,0.84,553.0,No,0,0,0,Credit card (automatic)
0,0,0,0,1,Month-to-month,49.9,1.66,49.9,DSL,0,1,0,Electronic check
0,0,1,1,17,One year,62.1,2.07,1096.65,DSL,1,1,0,Mailed check
0,0,0,0,12,Month-to-month,20.4,0.68,266.6,No,0,0,0,Mailed check
1,0,0,0,1,Month-to-month,62.05,2.07,62.05,DSL,0,1,0,Mailed check
0,1,1,0,61,One year,98.3,3.28,6066.55,Fiber optic,0,1,1,Mailed check
0,0,0,0,27,One year,69.35,2.31,1927.3,DSL,1,1,1,Credit card (automatic)
0,0,1,1,48,One year,99.7,3.32,4977.2,Fiber optic,1,0,1,Bank transfer (automatic)
0,0,1,0,71,Two year,99.0,3.3,6994.6,Fiber optic,1,0,1,Electronic check
0,0,1,1,4,Month-to-month,58.5,1.95,224.85,DSL,0,1,0,Mailed check
0,0,1,0,61,Month-to-month,106.2,3.54,6375.2,Fiber optic,1,0,1,Electronic check
0,0,0,0,31,Month-to-month,104.35,3.48,3205.6,Fiber optic,1,0,1,Electronic check
1,0,1,0,32,Month-to-month,84.15,2.8,2585.95,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,0,0,30,Month-to-month,106.4,3.55,3211.9,Fiber optic,1,1,1,Bank transfer (automatic)
0,0,1,1,55,Month-to-month,20.0,0.67,1087.25,No,0,0,0,Credit card (automatic)
0,0,1,0,42,Month-to-month,20.35,0.68,869.9,No,0,0,0,Credit card (automatic)
1,0,1,1,70,Two year,114.2,3.81,7723.9,Fiber optic,1,1,1,Bank transfer (automatic)
0,0,1,1,71,Two year,23.9,0.8,1663.5,No,0,0,0,Credit card (automatic)
0,0,0,0,43,Two year,115.05,3.84,4895.1,Fiber optic,1,1,1,Credit card (automatic)
0,0,0,0,19,Month-to-month,25.15,0.84,468.35,DSL,0,0,0,Bank transfer (automatic)
0,0,1,1,19,One year,19.8,0.66,344.5,No,0,0,0,Mailed check
0,0,0,0,12,Month-to-month,19.7,0.66,220.35,No,0,0,0,Mailed check
0,0,0,0,4,Month-to-month,63.75,2.12,226.2,DSL,0,1,1,Bank transfer (automatic)
1,1,0,0,13,Month-to-month,82.0,2.73,1127.2,Fiber optic,0,0,0,Electronic check
1,0,0,1,4,Month-to-month,84.05,2.8,333.55,Fiber optic,0,0,0,Bank transfer (automatic)
1,0,0,0,8,Month-to-month,94.0,3.13,773.65,Fiber optic,0,0,1,Electronic check
0,1,1,0,70,Two year,90.05,3.0,6333.4,DSL,1,1,1,Credit card (automatic)
0,0,1,1,68,Two year,92.2,3.07,6392.85,DSL,1,1,1,Credit card (automatic)
1,0,1,0,5,Month-to-month,78.75,2.62,412.1,Fiber optic,0,0,0,Electronic check
1,0,0,0,12,Month-to-month,99.95,3.33,1132.75,Fiber optic,0,1,1,Mailed check
0,0,1,1,57,One year,97.55,3.25,5598.0,Fiber optic,0,0,1,Credit card (automatic)
0,0,1,1,51,Two year,19.95,0.66,1028.75,No,0,0,0,Mailed check
0,0,0,0,4,Month-to-month,55.2,1.84,220.65,DSL,1,0,0,Electronic check
0,1,1,0,70,Two year,105.35,3.51,7511.9,Fiber optic,1,0,1,Credit card (automatic)
1,0,1,0,30,Month-to-month,19.65,0.65,655.85,No,0,0,0,Bank transfer (automatic)
1,0,0,0,7,Month-to-month,90.45,3.02,593.45,Fiber optic,0,0,1,Electronic check
0,1,0,0,19,Month-to-month,87.3,2.91,1637.3,Fiber optic,1,0,0,Electronic check
1,0,0,0,1,Month-to-month,60.1,2.0,60.1,DSL,0,1,0,Mailed check
1,0,0,0,12,Month-to-month,112.95,3.76,1384.75,Fiber optic,0,1,1,Mailed check
1,0,0,0,17,Month-to-month,51.5,1.72,900.5,DSL,0,1,0,Mailed check
1,1,1,1,66,Month-to-month,99.5,3.32,6822.15,Fiber optic,0,0,1,Credit card (automatic)
1,0,0,0,3,Month-to-month,45.35,1.51,141.5,DSL,0,0,0,Electronic check
0,1,1,0,51,One year,93.65,3.12,4839.15,Fiber optic,1,0,0,Bank transfer (automatic)
1,0,0,0,51,Month-to-month,80.0,2.67,4242.35,Fiber optic,0,0,0,Credit card (automatic)
0,0,1,0,71,Two year,19.85,0.66,1379.6,No,0,0,0,Credit card (automatic)
1,0,0,0,35,Month-to-month,75.35,2.51,2636.05,Fiber optic,0,0,0,Credit card (automatic)
0,0,0,0,11,Month-to-month,51.1,1.7,531.15,DSL,0,0,0,Electronic check
1,0,0,0,2,Month-to-month,76.4,2.55,160.8,DSL,0,1,1,Electronic check
1,1,0,0,26,Month-to-month,95.0,3.17,2497.2,Fiber optic,1,0,0,Electronic check
0,0,1,1,60,One year,23.95,0.8,1506.4,No,0,0,0,Credit card (automatic)
0,0,1,1,62,One year,81.45,2.72,4983.05,Fiber optic,1,0,0,Credit card (automatic)
0,0,0,0,12,Month-to-month,45.0,1.5,524.35,DSL,0,0,0,Bank transfer (automatic)
1,0,0,0,4,Month-to-month,75.35,2.51,338.1,Fiber optic,0,0,0,Electronic check
0,1,0,0,45,Month-to-month,93.9,3.13,4200.25,Fiber optic,0,0,1,Bank transfer (automatic)
1,0,0,0,1,Month-to-month,45.15,1.5,45.15,DSL,0,0,0,Electronic check
0,0,0,0,8,Month-to-month,20.7,0.69,137.6,No,0,0,0,Mailed check
1,0,0,0,2,Month-to-month,75.9,2.53,143.35,Fiber optic,0,0,0,Electronic check
0,0,1,0,68,Two year,24.95,0.83,1614.9,No,0,0,0,Credit card (automatic)
0,0,1,0,36,Two year,106.05,3.53,3834.4,Fiber optic,1,1,0,Credit card (automatic)
0,0,0,0,1,Month-to-month,19.55,0.65,19.55,No,0,0,0,Mailed check
1,0,1,0,42,One year,33.55,1.12,1445.3,DSL,0,1,0,Mailed check
1,1,0,0,5,Month-to-month,89.8,2.99,502.6,Fiber optic,0,0,0,Electronic check
1,0,0,0,10,Month-to-month,84.7,2.82,832.05,Fiber optic,1,0,1,Mailed check
1,0,1,1,68,One year,83.0,2.77,5685.8,Fiber optic,0,0,1,Electronic check
1,1,1,0,20,Month-to-month,94.55,3.15,1899.65,Fiber optic,0,0,1,Electronic check
0,0,0,0,29,Two year,19.4,0.65,554.25,No,0,0,0,Mailed check
0,0,0,0,1,Month-to-month,85.0,2.83,85.0,Fiber optic,0,0,0,Electronic check
0,0,0,0,14,Month-to-month,50.1,1.67,709.5,DSL,1,0,0,Bank transfer (automatic)
0,0,0,0,5,Month-to-month,44.05,1.47,202.15,DSL,0,0,0,Credit card (automatic)
0,0,0,1,19,Two year,20.5,0.68,398.55,No,0,0,0,Mailed check
0,1,1,0,71,Two year,25.45,0.85,1789.65,No,0,0,0,Credit card (automatic)
0,1,0,0,4,Month-to-month,50.95,1.7,207.35,DSL,0,0,1,Credit card (automatic)
0,0,0,0,1,Month-to-month,70.25,2.34,70.25,Fiber optic,0,0,0,Electronic check
0,0,0,1,6,Month-to-month,20.2,0.67,98.35,No,0,0,0,Mailed check
0,1,1,1,32,Month-to-month,100.4,3.35,3217.65,Fiber optic,0,0,1,Electronic check
0,0,1,0,68,Two year,91.7,3.06,6424.7,DSL,1,1,1,Electronic check
1,0,1,1,33,One year,93.8,3.13,3124.5,Fiber optic,0,0,1,Electronic check
0,0,1,1,72,Two year,19.4,0.65,1363.25,No,0,0,0,Credit card (automatic)
0,0,0,0,63,Month-to-month,109.85,3.66,7002.95,Fiber optic,0,1,1,Credit card (automatic)
0,0,1,0,53,Two year,19.9,0.66,1110.05,No,0,0,0,Credit card (automatic)
1,1,0,0,18,Month-to-month,95.45,3.18,1752.55,Fiber optic,0,0,1,Electronic check
0,1,0,0,6,Month-to-month,74.1,2.47,450.9,Fiber optic,1,0,0,Electronic check
0,1,1,1,59,Month-to-month,88.75,2.96,5348.65,Fiber optic,0,0,0,Credit card (automatic)
1,0,0,0,1,Month-to-month,49.65,1.66,49.65,DSL,0,0,0,Mailed check
0,0,0,0,48,One year,70.95,2.37,3629.2,DSL,1,1,0,Bank transfer (automatic)
0,0,0,0,1,Month-to-month,19.2,0.64,19.2,No,0,0,0,Mailed check
0,0,0,0,37,Month-to-month,100.05,3.34,3810.55,Fiber optic,0,0,1,Electronic check
0,0,0,0,27,Month-to-month,49.0,1.63,1291.35,DSL,0,0,0,Mailed check
1,0,1,1,14,Month-to-month,89.65,2.99,1208.35,Fiber optic,0,1,0,Credit card (automatic)
0,0,1,1,55,One year,19.5,0.65,1026.35,No,0,0,0,Mailed check
0,0,0,0,72,Two year,75.1,2.5,5336.35,DSL,1,1,1,Bank transfer (automatic)
1,0,0,0,3,Month-to-month,79.4,2.65,244.65,Fiber optic,0,0,1,Electronic check
0,0,1,1,70,One year,108.15,3.6,7930.55,Fiber optic,1,0,1,Credit card (automatic)
0,0,1,0,12,One year,19.8,0.66,202.25,No,0,0,0,Bank transfer (automatic)
0,0,0,0,23,One year,20.45,0.68,481.1,No,0,0,0,Mailed check
0,0,1,1,23,Month-to-month,69.5,2.32,1652.1,DSL,0,1,1,Credit card (automatic)
0,0,0,0,40,Month-to-month,93.4,3.11,3756.4,Fiber optic,0,0,1,Bank transfer (automatic)
0,0,0,0,11,Month-to-month,45.2,1.51,492.0,DSL,0,0,0,Credit card (automatic)
0,0,0,0,42,One year,19.8,0.66,849.9,No,0,0,0,Bank transfer (automatic)
1,0,1,1,34,Month-to-month,78.3,2.61,2564.3,Fiber optic,0,0,1,Electronic check
0,0,0,1,12,Month-to-month,76.6,2.55,893.0,Fiber optic,0,0,0,Electronic check
0,0,1,0,71,One year,95.65,3.19,6856.95,Fiber optic,1,0,1,Mailed check
0,0,1,1,39,One year,25.25,0.84,947.75,DSL,0,0,0,Credit card (automatic)
0,0,1,1,58,Month-to-month,66.8,2.23,3970.4,DSL,0,0,1,Bank transfer (automatic)
0,0,1,1,61,One year,19.1,0.64,1143.8,No,0,0,0,Credit card (automatic)
0,1,1,0,19,Month-to-month,66.4,2.21,1286.05,DSL,1,0,1,Bank transfer (automatic)
0,0,0,0,61,One year,107.75,3.59,6521.9,Fiber optic,1,0,1,Electronic check
1,0,0,0,12,One year,59.8,1.99,727.8,DSL,0,1,1,Electronic check
0,0,1,1,16,Two year,19.7,0.66,301.55,No,0,0,0,Mailed check
0,0,0,0,60,Two year,61.4,2.05,3638.25,DSL,1,0,0,Electronic check
0,0,1,0,52,Month-to-month,61.35,2.04,3169.55,DSL,0,1,0,Bank transfer (automatic)
0,0,0,0,17,Month-to-month,69.0,2.3,1108.0,DSL,0,1,1,Mailed check
1,1,0,0,9,Month-to-month,80.85,2.7,751.65,Fiber optic,0,0,1,Electronic check
0,0,0,0,63,Two year,24.2,0.81,1618.2,No,0,0,0,Mailed check
0,1,0,0,46,One year,91.3,3.04,4126.35,Fiber optic,0,0,1,Bank transfer (automatic)
0,0,0,0,42,One year,54.75,1.82,2348.45,DSL,1,1,0,Electronic check
0,0,1,1,47,Two year,19.75,0.66,948.9,No,0,0,0,Mailed check
0,0,1,0,51,One year,90.35,3.01,4614.55,Fiber optic,0,0,0,Credit card (automatic)
0,0,1,1,45,Two year,54.65,1.82,2553.7,DSL,1,1,0,Bank transfer (automatic)
0,0,1,1,53,One year,20.2,0.67,1068.15,No,0,0,0,Credit card (automatic)
1,0,0,0,42,Month-to-month,101.75,3.39,4273.45,Fiber optic,0,0,1,Electronic check
1,1,0,0,5,Month-to-month,89.5,2.98,477.7,Fiber optic,0,0,1,Electronic check
0,0,0,1,1,Month-to-month,19.3,0.64,19.3,No,0,0,0,Mailed check
1,0,1,0,54,Two year,109.75,3.66,6110.2,Fiber optic,1,1,1,Bank transfer (automatic)
1,0,0,1,1,Month-to-month,19.45,0.65,19.45,No,0,0,0,Mailed check
0,0,0,0,2,Month-to-month,44.45,1.48,82.7,DSL,0,0,0,Electronic check
0,1,1,0,64,Month-to-month,94.25,3.14,6081.4,Fiber optic,0,0,0,Electronic check
0,0,0,1,10,One year,40.25,1.34,411.45,DSL,1,1,0,Mailed check
0,0,1,0,34,Month-to-month,50.2,1.67,1815.3,DSL,0,1,0,Bank transfer (automatic)
0,1,0,0,32,Month-to-month,79.5,2.65,2665.0,Fiber optic,0,0,0,Electronic check
1,0,0,0,4,Month-to-month,93.5,3.12,362.2,Fiber optic,0,1,0,Electronic check
0,0,0,0,54,One year,94.75,3.16,5121.75,Fiber optic,0,0,1,Bank transfer (automatic)
